,user_id,ISBN,rating
319582,76352,0886779537,9
319624,76352,1551666022,9
319684,76352,1558743316,9
319686,76352,1558744150,9
319687,76352,155874424X,9
319689,76352,1558744606,9
319690,76352,1558745432,9
319691,76352,1558745718,8
319692,76352,1558746161,9
319693,76352,1558747060,9
319731,76366,0446602612,5
319744,76369,0446607193,9
319747,76369,0553268929,9
319753,76383,006000438X,8
319774,76408,0446612545,9
319782,76413,0971880107,7
319798,76417,9580464162,9
319824,76427,1885171277,8
319944,76480,1878424319,7
319945,76480,1878424424,9
319969,76482,015100692X,5
319972,76482,0156628635,5
319973,76482,0156711427,5
319977,76482,0312195516,5
319982,76482,0312305060,5
319989,76482,0345417623,5
319991,76482,0374100128,5
320013,76482,0425179613,5
320024,76482,0452282152,5
320064,76482,080410753X,5
320081,76482,1558743669,5
320092,76483,0060173289,9
320095,76483,0060391677,9
320097,76483,0060968966,9
320120,76483,0316569321,9
320123,76483,0345372050,2
320127,76483,0373250290,8
320140,76483,0385333463,8
320143,76483,0385480334,10
320144,76483,0385484518,10
320146,76483,0394558235,8
320157,76483,0439064872,10
320168,76483,0452282829,9
320173,76483,0553212281,8
320179,76483,0553582526,8
320186,76483,0671551817,5
320190,76483,0671880314,10
320193,76483,0679419462,9
320200,76483,0684801221,9
320215,76483,080411109X,10
320221,76483,0812885406,10
320223,76483,087542791X,10
320240,76483,1558745718,10
320242,76483,1561797111,9
320247,76483,1573221112,10
320255,76484,0312977433,8
320258,76484,0679429883,6
320259,76484,0684835983,7
320267,76497,0380710838,7
321313,76512,0066214122,7
321319,76512,0671697994,9
321321,76512,0804106304,8
321322,76512,0812536037,6
321324,76521,0446357405,8
321326,76521,0671004565,5
321330,76530,0060392452,10
321331,76530,0060534214,9
321332,76530,0060920084,5
321333,76530,0061015725,6
321338,76530,0312282990,9
321345,76530,0316570826,4
321346,76530,0345413873,5
321347,76530,0345434870,4
321349,76530,0345452569,6
321350,76530,0374128715,6
321356,76530,0385509510,8
321357,76530,0399149244,5
321360,76530,0452281768,6
321363,76530,051770739X,5
321364,76530,0553283685,9
321366,76530,055357227X,3
321367,76530,0553572946,7
321369,76530,059035342X,10
321371,76530,0609608444,6
321374,76530,0670891576,10
321375,76530,0679428895,8
321377,76530,0743202988,5
321378,76530,0743243412,8
321379,76530,0767903382,9
321381,76530,0805063897,7
321384,76530,1572304510,6
321386,76530,1594200106,8
321389,76532,0060916508,8
321397,76532,0142001740,8
321399,76532,0316037443,6
321400,76532,0345342569,8
321402,76532,0373250290,7
321408,76532,0394758374,6
321410,76532,0425093328,6
321412,76532,0517693119,10
321413,76532,0553111132,7
321421,76532,0684859475,9
321432,76532,140003180X,7
321476,76575,8401463017,7
321479,76575,8408043641,9
321494,76575,8433969978,8
321515,76575,8478886451,8
321518,76575,8483101610,6
321519,76575,8484505294,5
321525,76575,8495618605,9
321532,76576,0064400050,8
321534,76576,0345272579,10
321535,76576,0345339711,10
321536,76576,0380698714,8
321540,76576,0440220653,6
321543,76576,0440404193,6
321545,76576,0440925592,6
321546,76576,0440952522,10
321548,76576,0451190521,2
321549,76576,0451190548,2
321552,76576,0553263218,2
321553,76576,0553272500,6
321557,76576,0765340054,8
321558,76576,080410526X,10
321564,76576,0916441822,8
321581,76599,0441516645,7
321588,76602,0345371135,9
321636,76626,0006550789,8
321652,76626,0060007192,9
321653,76626,0060013125,8
321664,76626,0060924349,5
321669,76626,0060934700,9
321670,76626,0060934719,9
321672,76626,0060958014,8
321675,76626,0061031321,9
321679,76626,0064400557,9
321680,76626,006440188X,10
321683,76626,0064407667,8
321684,76626,0064407675,9
321685,76626,0064407683,7
321686,76626,0064407691,7
321688,76626,0064408639,8
321689,76626,0064408647,7
321690,76626,0064408655,8
321693,76626,0064410129,8
321694,76626,0064410137,9
321695,76626,0064471055,7
321696,76626,0064471063,7
321697,76626,0064471071,8
321698,76626,006447108X,6
321699,76626,0064471098,9
321700,76626,0064471101,9
321754,76626,0140019421,8
321765,76626,0140097112,10
321770,76626,0140124373,6
321771,76626,0140124381,4
321777,76626,0140143505,9
321856,76626,0140430059,8
321857,76626,0140430105,10
321858,76626,0140430148,10
321859,76626,0140430164,8
321860,76626,0140430180,9
321861,76626,0140430229,4
321864,76626,0140430725,9
321866,76626,0140430962,9
321869,76626,0140431268,10
321873,76626,0140434135,8
321876,76626,0140434259,10
321881,76626,0140440259,9
321884,76626,0140444416,10
321888,76626,0140445560,10
321892,76626,0140620109,10
321894,76626,0140620222,10
321923,76626,0142001805,9
321976,76626,0152017178,10
321981,76626,0156001314,9
321985,76626,015601226X,3
321986,76626,0156027321,9
321990,76626,0156029065,8
321992,76626,017443460X,10
322073,76626,0316290238,7
322076,76626,0316291161,8
322082,76626,0316358401,5
322083,76626,0316358428,10
322085,76626,0316358460,9
322089,76626,0316358517,7
322091,76626,0316358568,7
322105,76626,0330246631,4
322108,76626,0330262130,9
322110,76626,0330267388,10
322114,76626,0330294911,8
322127,76626,0330332775,8
322128,76626,0330335278,4
322141,76626,0330375466,9
322193,76626,0345323750,8
322197,76626,0345371135,6
322203,76626,0349103232,10
322215,76626,0374384436,9
322216,76626,0374423075,8
322223,76626,0375703861,8
322234,76626,037582233X,9
322235,76626,0380002930,10
322237,76626,0380715430,10
322241,76626,0380789035,9
322249,76626,038542017X,9
322250,76626,0385482388,7
322259,76626,0385512104,9
322266,76626,0393308804,7
322268,76626,0393315703,10
322277,76626,0395977894,8
322337,76626,043935806X,7
322338,76626,0440206154,5
322341,76626,0440351626,9
322345,76626,0440487617,6
322346,76626,0440498058,10
322354,76626,0446310786,10
322364,76626,0448060043,10
322367,76626,0451524357,10
322368,76626,0451526341,10
322369,76626,0451526554,9
322377,76626,0452283442,8
322384,76626,0486275426,9
322399,76626,0525444440,8
322437,76626,0552998001,8
322440,76626,0552998486,8
322448,76626,0553275976,9
322467,76626,0571081827,9
322503,76626,0590112899,10
322505,76626,0590660543,9
322512,76626,0618066136,9
322517,76626,0670032891,10
322535,76626,0679726470,9
322536,76626,0679731377,9
322537,76626,0679735909,10
322546,76626,0679879269,10
322554,76626,0689829833,9
322648,76626,0749396660,8
322658,76626,0750915943,7
322660,76626,0751510114,8
322671,76626,0752801686,2
322691,76626,0786817070,5
322701,76626,0802135161,9
322719,76626,0836217632,9
322722,76626,0836218655,9
322800,76626,1573229725,9
322826,76626,1853260037,9
322827,76626,1853260207,10
322837,76626,1853262218,10
322883,76626,1860461670,9
322885,76626,1860491022,8
322954,76654,055334949X,9
322955,76654,0895297272,8
322959,76660,0553212583,7
322962,76660,088730866X,7
323013,76709,0671016776,6
323014,76710,0060740450,6
323015,76710,0061014176,8
323018,76710,0061093491,8
323021,76710,0061099805,9
323023,76710,0312265867,7
323024,76710,0312306326,8
323027,76710,031298328X,9
323028,76710,0312983298,9
323035,76710,0399141464,9
323036,76710,0399150897,7
323040,76710,0440215285,7
323045,76710,0446611085,6
323050,76710,0451204115,7
323051,76710,0451205626,9
323052,76710,0451205987,7
323055,76710,0451210158,7
323057,76710,0452281032,9
323062,76710,0515132020,8
323074,76724,0425168220,8
323076,76726,0671038567,10
323095,76741,0316284955,4
323102,76741,0671567829,8
323106,76741,0679781277,7
323107,76741,0684854759,6
323108,76741,074320395X,7
323109,76741,0743410653,6
323126,76748,8420483532,8
323140,76748,8495501074,9
323145,76759,0446610771,10
323146,76760,1558743669,7
323180,76790,0385335830,7
323182,76790,1400032644,5
323256,76814,0060928336,7
323257,76814,0060930535,8
323260,76814,0553213768,7
323262,76815,0061054909,7
323264,76815,0345301110,8
323265,76815,0440123925,9
323266,76815,0440212812,8
323267,76815,0440214920,9
323268,76815,0452266564,8
323269,76815,0684836270,10
323270,76815,1887368256,8
323274,76818,0060502258,5
323286,76818,0064409422,10
323287,76818,0064471055,10
323292,76818,0140143505,10
323295,76818,0142003727,9
323307,76818,0312971346,8
323309,76818,0312976275,9
323312,76818,0312983867,8
323314,76818,0312990456,7
323315,76818,0316168815,10
323321,76818,0345339681,10
323332,76818,0345438825,9
323349,76818,0380006456,7
323359,76818,0380731142,9
323373,76818,038533656X,3
323374,76818,0385479565,7
323379,76818,0394800389,10
323380,76818,0395669588,8
323397,76818,0425133516,7
323422,76818,0441172717,8
323423,76818,0441328008,9
323434,76818,0446365386,8
323436,76818,0446400025,7
323443,76818,0449208109,9
323446,76818,0449911357,9
323455,76818,0451197399,10
323463,76818,0452268060,9
323480,76818,0553268929,9
323487,76818,0553574574,10
323516,76818,0684803860,9
323517,76818,0684810263,9
323526,76818,0765342308,9
323537,76818,0804104549,9
323539,76818,0804106304,10
323550,76818,0812967240,5
323560,76818,0943233828,10
323576,76818,1573222038,9
323588,76821,0425120279,9
323600,76825,0684833395,5
323608,76838,0590371258,6
323614,76851,038550120X,8
323643,76866,0060256656,10
323647,76866,0743206029,9
323657,76873,0553099558,3
323659,76873,0553285653,5
323660,76873,0553560980,5
323665,76873,0786861827,9
323666,76873,0802135161,6
323667,76873,0805004610,5
323668,76873,0894803700,3
323678,76888,0060929871,7
323679,76888,0345313860,9
323680,76888,0345337662,8
323681,76888,0345351525,3
323683,76888,034538475X,7
323685,76888,0345409671,9
323686,76888,0345434803,5
323687,76888,0385498721,10
323688,76888,0385504470,9
323689,76888,0385720920,10
323690,76888,0393319296,7
323691,76888,0399501487,6
323692,76888,0451160525,9
323693,76888,0451163524,9
323694,76888,0451173317,9
323695,76888,0451194861,10
323696,76888,0451524934,9
323698,76888,0451526570,2
323701,76888,067102423X,7
323703,76888,0743467523,9
323705,76888,0805062971,8
323706,76888,0812521374,9
323724,76901,0971880107,7
323727,76902,0894716174,10
323728,76904,0743203631,7
323732,76908,0449003701,7
323747,76930,034536676X,7
323750,76932,0440183057,9
323751,76932,0440224764,10
323796,76942,0312950489,5
323800,76942,0312963009,7
323803,76942,0316569321,6
323808,76942,0345282159,9
323814,76942,0345311965,8
323815,76942,0345314255,8
323818,76942,0345317718,9
323851,76942,0345459407,9
323862,76942,0380603764,6
323876,76942,038081403X,7
323918,76942,0425158632,7
323929,76942,0425179613,6
323930,76942,0425180638,8
323955,76942,0440224624,7
323958,76942,0440235162,6
323963,76942,0440343194,10
323971,76942,0441007465,2
323988,76942,0446363170,5
324010,76942,0449002632,8
324021,76942,0449221512,5
324036,76942,0451158237,9
324078,76942,0553269828,8
324088,76942,0553289411,7
324121,76942,0671708635,7
324122,76942,0671709704,8
324152,76942,080411868X,6
324163,76942,0812532988,7
324186,76942,0886775876,8
324219,76957,0140184953,5
324222,76957,0395137195,9
324227,76957,0671551817,8
324246,76965,0399148612,8
324248,76965,0446611638,7
324249,76965,0553584383,7
324253,76968,3442451221,10
324255,76968,3492045170,6
324266,76976,0060507594,7
324267,76976,0060508108,8
324269,76976,0380811081,7
324272,76976,0553584189,8
324273,76976,0671027387,7
324274,76976,0671737627,7
324276,76976,0743464745,8
324277,76976,1551667436,8
324301,76991,0312420536,2
324315,77033,0740721909,6
324318,77036,0743203178,7
324321,77038,0949206318,7
324325,77039,0312263996,7
324326,77039,0374172897,7
324330,77039,0553293362,8
324334,77039,0805073205,8
324336,77039,1853260614,5
324337,77039,1853260827,9
324351,77039,8420613533,8
324366,77039,8466307982,6
324367,77039,8472236552,8
324398,77042,0060502258,8
324408,77045,067173590X,6
324410,77045,0812500865,8
324417,77047,0385481969,6
324418,77047,080411109X,8
324425,77052,0061096105,8
324428,77052,0316666343,9
324429,77052,0316690619,8
324441,77052,0425142868,7
324442,77052,0425162591,7
324464,77052,0671793535,7
324491,77072,0312291639,10
324492,77072,038079960X,9
324493,77072,0440219078,10
324495,77072,0440351626,10
324499,77075,8845205118,7
324572,77096,0451628039,9
324590,77110,0679720200,10
324594,77112,0375703055,7
324595,77112,0375703063,8
324598,77112,0671510053,8
324607,77114,8440616368,9
324611,77116,0345453816,7
324614,77119,0671004565,10
324615,77119,0671004573,8
324616,77120,0451933028,8
324621,77128,034538475X,7
324622,77128,0425182878,8
324624,77128,0451188454,7
324627,77133,0446601241,7
324632,77144,0446672211,7
324633,77145,0380009471,10
324667,77173,0451459067,7
324669,77180,0345439244,10
324670,77180,0375702709,10
324675,77181,006091291X,7
324676,77181,0060934417,8
324679,77181,0060976845,8
324683,77181,0140167153,6
324687,77181,0156453800,10
324691,77181,031242227X,7
324692,77181,0316666343,8
324698,77181,0375725601,7
324702,77181,0385484518,10
324703,77181,0385504209,7
324705,77181,0394748646,10
324716,77181,0446670111,9
324720,77181,0452260116,5
324728,77181,0553274295,8
324729,77181,0553277472,6
324734,77181,0609804138,10
324742,77181,067974388X,8
324744,77181,0684800713,10
324776,77181,1878424483,5
324783,77203,0380807947,6
324784,77204,0805065415,8
324785,77208,0394823370,10
324790,77222,0684872153,9
324796,77228,000649840X,8
324799,77229,077109860X,8
324810,77241,8420483532,10
324817,77250,3499226375,10
324839,77267,0156027321,8
324847,77270,0312982631,10
324860,77270,0373270917,8
324867,77270,0373484771,7
324882,77270,0373790147,8
324884,77270,0373790163,8
324885,77270,0373790198,8
324889,77270,0373790554,9
324897,77270,038079456X,9
324900,77270,0380805707,9
324920,77270,0515130990,8
324925,77270,0553583557,9
324927,77270,0671019716,9
324930,77270,0671799363,8
324960,77281,0425148297,8
324962,77282,0804111359,10
324969,77297,0553803077,7
325040,77307,006098726X,8
325041,77307,0385484518,8
325042,77307,0385504209,8
325045,77307,0451187849,10
325046,77307,0451191145,10
325047,77307,0451191153,10
325048,77307,0671027344,9
325049,77307,0786868716,8
325068,77318,0373244800,5
325081,77318,0373710747,5
325095,77320,037582233X,7
325096,77320,0385722206,6
325100,77320,080410753X,8
325105,77324,0786864516,9
325112,77332,0380978555,7
325114,77332,0385508042,7
325115,77332,0385510438,9
325120,77332,0517593343,8
325121,77332,0553801589,7
325126,77335,0618126988,7
325127,77342,0099771519,9
325138,77356,0451197399,8
325158,77360,0860680649,9
325165,77372,055321392X,10
325168,77377,0375411550,8
325170,77377,0439087597,8
325172,77377,0590461265,8
325176,77377,0842329129,8
325197,77383,0345277848,5
325199,77383,034530988X,9
325200,77383,0345313097,9
325201,77383,0345313151,9
325203,77383,0345318854,9
325204,77383,0345318862,9
325205,77383,0345322231,9
325214,77383,0345338588,9
325215,77383,0345338715,8
325217,77383,0345347536,9
325218,77383,0345350588,9
325219,77383,0345354923,9
325220,77383,0345354931,9
325221,77383,0345358805,8
325227,77383,0345403959,9
325229,77383,0345434250,9
325231,77383,0380752891,9
325232,77383,0380757494,8
325233,77383,0380759489,9
325234,77383,0380759497,9
325253,77383,0451458508,3
325257,77383,0553256467,8
325258,77383,0553258540,5
325268,77383,0553565214,9
325269,77383,067081458X,7
325273,77383,0696206366,7
325278,77383,0786861592,7
325281,77383,0812511816,7
325283,77383,0812533666,8
325284,77383,0812534840,9
325285,77383,0812548094,7
325286,77383,0812555112,9
325288,77383,0812570812,9
325289,77383,0812571118,8
325299,77383,0886773776,9
325300,77383,0886773784,9
325301,77383,0886776856,9
325303,77383,0920668372,8
325316,77389,1853260258,8
325325,77400,0140276904,7
325328,77400,019281513X,10
325329,77400,0671021338,5
325343,77411,0330345605,8
325345,77424,0316096199,9
325359,77424,0811801802,8
325375,77461,0060987561,7
325376,77461,0375400117,6
325380,77469,0140041796,10
325382,77469,0552996009,5
325391,77471,0590461265,5
325393,77471,155874262X,10
325397,77476,0064407667,3
325407,77480,0060977744,9
325410,77480,006108171X,7
325413,77480,0061093084,10
325418,77480,0312267568,9
325423,77480,0312981589,7
325427,77480,0345353145,8
325428,77480,0345361792,8
325430,77480,034540288X,8
325432,77480,034545104X,8
325433,77480,0345463153,7
325440,77480,0380720191,8
325448,77480,0380978857,8
325453,77480,0385472951,8
325455,77480,0399134409,7
325459,77480,0425119653,7
325460,77480,0425128164,7
325465,77480,0425172996,8
325472,77480,0440198577,7
325476,77480,0441006930,7
325479,77480,0446322180,8
325485,77480,0446517380,6
325488,77480,0446602736,8
325491,77480,0446608815,8
325492,77480,0446610038,8
325494,77480,0446612545,8
325495,77480,0449003787,8
325500,77480,0451162145,9
325503,77480,0451409973,8
325506,77480,0515118656,8
325507,77480,051512558X,7
325512,77480,0553348981,10
325516,77480,0553582763,9
325525,77480,0671685635,8
325528,77480,0671798324,7
325529,77480,0671798782,8
325531,77480,0679401385,7
325532,77480,0679419454,8
325533,77480,0679759263,8
325535,77480,0688084907,8
325536,77480,0743417682,8
325543,77480,0804108528,6
325555,77480,0918949165,7
325557,77480,0966941411,8
325559,77480,0971263906,8
325560,77480,0971880107,2
325568,77480,1573229083,7
325587,77491,0345361792,10
325589,77491,0375703861,9
325596,77491,0425175367,9
325598,77491,044022392X,6
325599,77491,0441000916,5
325601,77491,0441002935,5
325602,77491,0441005241,5
325603,77491,0441005748,5
325604,77491,0441304834,5
325607,77491,067102423X,10
325608,77491,0671442686,10
325615,77492,0316284955,9
325618,77495,3746614007,7
325654,77516,0060558199,10
325661,77516,0671027360,7
325662,77516,0743418174,9
325666,77517,0061053716,7
325671,77517,0452279178,9
325672,77517,0452279607,9
325673,77517,0452279615,9
325674,77517,0452279623,9
325676,77517,0671027360,8
325686,77524,0060582294,8
325694,77526,0439064872,8
325696,77526,043936213X,8
325698,77526,0679746048,8
325700,77526,1559360615,9
325711,77530,0425109283,8
325742,77536,0812550706,9
325753,77564,8434410990,7
325758,77579,0316776963,7
325787,77611,044022859X,10
325804,77636,0312926294,9
325805,77640,037582233X,7
325806,77640,0553273965,9
325812,77651,0452268060,8
325814,77653,014012389X,9
325858,77678,3426614960,4
325867,77679,0380718332,7
325868,77679,0684811073,8
325880,77688,0312147015,8
325881,77692,0449212602,9
325883,77692,0553580515,9
325900,77715,0316666343,9
325901,77715,082177462X,8
325903,77723,3442429439,9
325905,77724,0140053204,6
325906,77724,0312282990,9
325907,77724,0312995423,8
325908,77724,0345422384,7
325909,77724,034543448X,8
325910,77724,0345434803,7
325912,77724,0385418493,7
325913,77724,0425158640,10
325914,77724,0441007554,8
325915,77724,0441102670,8
325916,77724,0441117732,9
325917,77724,0446610127,8
325922,77724,0553299514,7
325923,77724,0553566067,9
325924,77724,0553580272,8
325925,77724,0553580337,8
325926,77724,0767902521,8
325927,77724,1400033543,6
325928,77728,0345351525,5
325937,77743,2226135022,10
325938,77745,0060013125,9
325939,77747,0385472951,6
325976,77767,038533334X,7
325980,77768,0440225590,5
325987,77768,0684872153,7
325992,77772,0060248025,7
325993,77772,006050918X,9
325996,77772,0140348107,8
325997,77772,0152020683,9
326007,77772,0439050006,7
326011,77772,0439376068,8
326012,77772,0439404371,7
326014,77772,0440414806,8
326019,77772,059035342X,9
326021,77772,0807508527,7
326044,77797,0399146113,7
326064,77809,006019491X,10
326065,77809,0060277475,6
326068,77809,0060558865,9
326069,77809,0060928336,10
326070,77809,0060930535,8
326071,77809,0060987103,6
326095,77809,0142004030,9
326111,77809,0312263120,7
326114,77809,0312281250,8
326124,77809,0312872399,10
326125,77809,0312872402,10
326133,77809,0316666343,5
326134,77809,0316735027,7
326146,77809,0345436911,5
326168,77809,0375826688,8
326170,77809,0380771292,8
326171,77809,0380778726,8
326178,77809,0385306059,4
326183,77809,0385424736,7
326191,77809,038550926X,6
326192,77809,0385509456,8
326202,77809,0425128164,7
326217,77809,0439510112,8
326250,77809,0451452313,9
326256,77809,0452282152,7
326275,77809,0525946284,9
326283,77809,0553106643,8
326293,77809,055329315X,8
326294,77809,0553296981,9
326322,77809,0670869902,4
326324,77809,0671002031,6
326326,77809,0671021001,5
326327,77809,0671024809,6
326334,77809,0671870998,9
326335,77809,0679412956,7
326336,77809,0679419462,9
326338,77809,0679429220,10
326340,77809,0679448594,6
326345,77809,0679767800,6
326350,77809,0684863472,10
326351,77809,0684867982,7
326368,77809,0743437314,7
326374,77809,0764221760,9
326382,77809,0765342405,9
326390,77809,0786806532,7
326391,77809,0786806540,7
326392,77809,0786817089,8
326394,77809,0786866039,5
326408,77809,0812550706,9
326420,77809,0886773520,6
326470,77816,0312979517,8
326473,77816,0399141146,10
326474,77816,044023722X,8
326475,77816,0446667900,8
326477,77816,0743206045,5
326496,77831,0553283685,8
326501,77840,0345334019,8
326505,77840,0425113884,7
326506,77840,0425136981,9
326510,77840,0446357405,8
326520,77856,0380817691,9
326521,77856,0446610038,8
326523,77859,0425151867,10
326533,77860,0316735736,6
326540,77860,0385720106,9
326543,77860,044021145X,8
326556,77860,0553582135,3
326562,77860,0743437810,10
326569,77860,1931561648,9
326575,77868,0060529709,9
326576,77868,0380792745,7
326577,77868,0380813815,9
326578,77868,0440504708,5
326581,77868,1400033543,8
326584,77869,0385722192,7
326589,77876,0330300822,5
326597,77886,0062513591,9
326611,77886,0671742493,7
326636,77891,0425177173,8
326637,77891,0425185710,8
326640,77891,0671025333,7
326641,77891,0684846004,8
326655,77902,155874262X,4
326658,77907,0142004235,9
326659,77907,0375700757,7
326663,77911,0441003257,10
326669,77916,3257229305,5
326672,77916,3453177746,5
326674,77916,3518365525,9
326675,77917,0425182878,8
326677,77917,0743203631,8
326688,77932,0890876517,8
327444,77943,8420646318,7
327446,77953,0151001812,8
327450,77960,0060932759,9
327451,77960,014016930X,3
327454,77960,0345381432,8
327455,77960,0375400516,9
327461,77960,0684867982,7
327471,77971,006103018X,10
327474,77971,0312265867,10
327479,77971,0446359866,3
327482,77971,0451458338,10
327488,77976,0786913142,9
327506,78006,0553212923,9
327516,78015,0060391626,10
327517,78015,0061092002,7
327518,78015,0061097101,9
327519,78015,006109921X,7
327520,78015,0316666343,8
327521,78015,0316789976,7
327523,78015,0345361792,10
327524,78015,0345409671,7
327525,78015,0375500510,9
327526,78015,0375506276,9
327527,78015,038070613X,10
327529,78015,0385720106,9
327530,78015,0425146812,7
327531,78015,0440224594,3
327532,78015,0440226430,8
327533,78015,0446672211,8
327534,78015,0553258001,10
327537,78015,0679457550,6
327539,78015,0684848783,8
327543,78015,1573220876,10
327553,78017,0441009077,7
327589,78067,3453863712,10
327605,78089,0345354613,7
327657,78194,0552998486,7
327661,78198,0312971346,7
327664,78212,0060008032,5
327666,78212,0380977303,7
327667,78212,0821772414,4
327669,78217,0060930187,8
327670,78222,0671027662,5
327695,78231,3551551936,10
327698,78236,0142001740,5
327702,78236,0452282152,7
327703,78236,0452284449,8
327704,78236,0684195984,5
327711,78260,0312254385,10
327714,78260,0671027360,5
327715,78260,0671042262,10
327720,78262,0553278223,9
327723,78264,0330262130,10
327724,78264,0330267388,10
327726,78264,0450411435,9
327746,78281,0451173317,10
327749,78282,0451522753,9
327753,78286,0060938455,9
327754,78286,1573225126,8
327756,78287,2070388905,9
327764,78298,0441004385,5
327777,78323,0140481389,5
327778,78323,0345396812,5
327779,78323,0345419995,5
327787,78328,0345313860,8
327788,78328,0345335457,6
327789,78328,0345335511,6
327790,78328,0345335651,7
327791,78328,0345335708,7
327792,78328,0345337662,8
327793,78328,0345338715,7
327794,78328,0345351525,8
327795,78328,0345352661,6
327796,78328,0345358805,5
327797,78328,0345363310,6
327798,78328,0345369351,6
327799,78328,0345377591,6
327800,78328,034538475X,8
327801,78328,0345403959,7
327802,78328,0345409671,7
327803,78328,0345422554,7
327804,78328,0345434803,8
327806,78328,0743227441,9
327807,78328,0886774500,8
327808,78332,067942525X,7
327820,78341,0375727132,10
327844,78352,0312243359,10
327851,78353,0920668372,10
327860,78371,051513628X,7
327882,78399,3257233116,8
327903,78428,0446530891,8
327923,78434,0836221311,8
327924,78434,0915811332,9
327929,78438,0380789019,9
327931,78438,0441003257,7
327932,78438,0441790348,10
327934,78438,0451456718,9
327936,78440,0345285980,9
327937,78440,0345334310,9
327938,78440,0345384911,10
327940,78440,0373484410,7
327941,78440,0385504209,8
327942,78440,0399151079,9
327943,78440,0399151443,8
327944,78440,0425195473,8
327945,78440,0440236789,7
327946,78440,0441001416,8
327947,78440,0441003389,9
327948,78440,0446607657,9
327951,78440,0671698842,9
327952,78440,0671867091,6
327953,78440,0743437136,5
327959,78447,059035342X,10
328175,78474,0515136379,8
328181,78475,068803036X,9
328182,78475,0767900383,8
328188,78481,0671741195,5
328200,78489,1551668513,7
328201,78490,3257228694,10
328261,78507,0609601032,8
328275,78513,0060922249,10
328295,78531,0553408909,7
328308,78545,0440220602,6
328309,78545,0440224829,5
328310,78545,0446612545,10
328312,78545,0671867172,6
328313,78545,0743460529,6
328316,78552,0385486804,10
328321,78553,006440188X,10
328327,78553,0312951914,10
328336,78553,0345272579,10
328351,78553,0345284259,10
328352,78553,0345284267,10
328358,78553,0345295250,10
328359,78553,0345298748,10
328363,78553,0345316002,10
328367,78553,0345336038,10
328369,78553,0345339495,10
328372,78553,0345351878,10
328373,78553,0345368924,10
328375,78553,0345418794,10
328376,78553,0345423399,10
328379,78553,034544356X,10
328383,78553,0380400634,10
328384,78553,0380702843,9
328386,78553,0380709562,10
328387,78553,0380750864,10
328388,78553,0380752999,10
328389,78553,0380753014,10
328390,78553,0380753022,9
328391,78553,0380756269,10
328392,78553,0380756285,10
328393,78553,0380756293,10
328394,78553,0380757478,10
328395,78553,0380762560,10
328397,78553,0380774933,10
328400,78553,0380871556,10
328402,78553,0380896931,10
328403,78553,0380899531,10
328411,78553,0385489935,10
328419,78553,0395177111,10
328421,78553,0395257301,10
328425,78553,0399144463,9
328428,78553,0425062333,9
328434,78553,0425140601,9
328435,78553,0439064864,10
328436,78553,0439136350,10
328437,78553,0439139597,10
328438,78553,043935806X,10
328446,78553,0440209633,9
328447,78553,0440211077,9
328460,78553,0440472091,10
328461,78553,0440472431,10
328464,78553,044048474X,10
328479,78553,0446515078,6
328482,78553,0446608122,8
328488,78553,0449206440,9
328492,78553,0451205561,8
328495,78553,0451402065,9
328496,78553,0451402340,9
328497,78553,0451402383,9
328499,78553,0451404327,10
328502,78553,0451456521,10
328503,78553,0515107662,9
328504,78553,0515109746,9
328505,78553,0515111317,9
328506,78553,0515112305,9
328507,78553,0515113514,9
328509,78553,0515115843,9
328510,78553,0515116246,9
328511,78553,0515119652,10
328513,78553,0515120448,9
328515,78553,0515130389,10
328521,78553,0517580497,9
328533,78553,0553258524,10
328534,78553,0553258559,10
328538,78553,0553285785,10
328540,78553,0553294903,10
328542,78553,0553296981,10
328547,78553,055358099X,10
328553,78553,0590353403,10
328555,78553,0609610597,9
328556,78553,0671003593,10
328558,78553,0671036505,9
328561,78553,0671450344,10
328564,78553,0671621963,10
328565,78553,0671641778,10
328566,78553,0671644459,10
328567,78553,0671644467,10
328568,78553,0671644483,10
328572,78553,067168972X,10
328573,78553,0671689738,9
328574,78553,0671689762,10
328575,78553,0671705091,10
328578,78553,0671737791,9
328580,78553,0671739735,10
328581,78553,0671739743,10
328582,78553,067173976X,10
328583,78553,0671739794,10
328584,78553,0671743813,10
328586,78553,0671744577,10
328588,78553,0671744607,10
328589,78553,0671744623,10
328594,78553,0684847817,10
328599,78553,0688142877,9
328608,78553,0767903595,10
328622,78553,0821766570,10
328628,78553,0875421180,10
328629,78553,0875421245,10
328632,78553,0875421857,10
328634,78553,087542791X,9
328637,78553,0879979623,10
328642,78553,0886774691,10
328660,78553,1567186904,10
328663,78553,1575667215,8
328669,78555,0439531640,10
328671,78555,0684847817,10
328681,78564,0140042407,7
328682,78564,0345342968,5
328683,78564,0345404114,9
328684,78564,0345439104,8
328685,78564,0373250150,8
328686,78564,0446601985,5
328689,78564,1559029838,5
328692,78573,0060930535,6
328694,78573,0061054143,5
328696,78573,0380773155,9
328697,78573,0446679593,10
328698,78573,0451521285,5
328700,78573,0671776134,8
328706,78579,067102423X,8
328707,78579,0786868716,10
328709,78588,0517556278,6
328753,78603,0316693294,10
328772,78619,006091291X,9
328827,78619,1857022424,10
328848,78637,0971880107,8
328856,78659,0553348973,5
328860,78667,0201354934,10
328875,78682,0345353145,6
328893,78701,0345369947,7
328894,78703,0345339711,8
